2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.03.23,21:58:38, 任务停止执行！
2022.03.23,21:59:35, 读取参数成功！
2022.03.23,21:59:52, 深度ADRC-SMC！
2022.03.23,21:59:57, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间40秒！
2022.03.23,22:00:00, 任务开始执行！
2022.03.23,22:00:06, 任务停止执行！
2022.03.23,22:03:47, AUV切换为遥控模式！
2022.03.23,22:03:50, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间40秒！
2022.03.23,22:06:04, AUV切换为自主模式！
2022.03.23,22:06:09, 深度PID控制！
2022.03.23,22:06:12, 已更新控制配置！
2022.03.23,22:06:12, 禁用ESO！
2022.03.23,22:06:18, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间40秒！
2022.03.23,22:06:52, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间40秒！
2022.03.23,22:06:58, 已更新控制配置！
2022.03.23,22:07:02, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间40秒！
2022.03.23,22:07:06, 任务开始执行！
2022.03.23,22:07:13, 任务停止执行！
2022.03.23,22:29:02, 深度ADRC-SMC！
2022.03.23,22:29:04, 已更新控制配置！
2022.03.23,22:29:04, 启用ESO！
2022.03.23,22:29:52, 深度ADRC控制！
2022.03.23,22:29:58, 获取ADRC参数
2022.03.23,22:31:56, AUV初始化成功！
2022.03.23,22:31:59, 已更新控制配置！
2022.03.23,22:31:59, 禁用ESO！
2022.03.23,22:32:00, 深度PID控制！
2022.03.23,22:32:12, 启用ESO！
2022.03.23,22:38:42, 已更新控制配置！
2022.03.23,22:38:42, 禁用ESO！
2022.03.23,22:38:43, 启用ESO！
2022.03.23,22:39:15, 深度ADRC-SMC！
2022.03.23,22:39:28, AUV切换为自主模式！
2022.03.23,22:39:32, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:39:36, 任务开始执行！
2022.03.23,22:45:55, 任务停止执行！
2022.03.23,22:45:57, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:46:02, AUV切换为遥控模式！
2022.03.23,22:46:03, AUV切换为自主模式！
2022.03.23,22:46:06, 获取舵-桨控制参数
2022.03.23,22:46:14, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:46:16, 获取舵-桨控制参数
2022.03.23,22:46:29, 获取舵-桨控制参数
2022.03.23,22:46:31, 获取舵-桨控制参数
2022.03.23,22:46:35, 获取舵-桨控制参数
2022.03.23,22:46:37, 获取舵-桨控制参数
2022.03.23,22:46:42, 深度ADRC控制！
2022.03.23,22:46:44, 深度ADRC-SMC！
2022.03.23,22:46:45, 已更新控制配置！
2022.03.23,22:46:48, 获取舵-桨控制参数
2022.03.23,22:46:53, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:46:57, 读取参数成功！
2022.03.23,22:47:04, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:05, 读取参数成功！
2022.03.23,22:47:12, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:47:22, 任务开始执行！
2022.03.23,22:47:31, 任务停止执行！
2022.03.23,22:56:47, AUV切换为遥控模式！
2022.03.23,22:56:48, AUV切换为自主模式！
2022.03.23,22:56:50, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:56:54, 获取舵-桨控制参数
2022.03.23,22:56:58, 已更新控制配置！
2022.03.23,22:56:58, 禁用ESO！
2022.03.23,22:56:58, 深度PID控制！
2022.03.23,22:57:04, 深度ADRC-SMC！
2022.03.23,22:57:06, 已更新控制配置！
2022.03.23,22:57:06, 启用ESO！
2022.03.23,22:57:20, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间40秒！
2022.03.23,22:57:23, 任务开始执行！
2022.03.23,22:57:25, 任务停止执行！
2022.03.24,09:42:45, 启用ESO！
2022.03.24,09:42:56, 获取ADRC参数
2022.03.24,09:43:40, 读取参数成功！
2022.03.24,09:43:42, 读取参数成功！
2022.03.24,09:43:52, AUV切换为自主模式！
2022.03.24,09:43:58, 深度ADRC-SMC！
2022.03.24,09:44:12, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,09:44:16, 获取舵-桨控制参数
2022.03.24,09:44:20, 任务开始执行！
2022.03.24,09:45:29, 任务停止执行！
2022.03.24,09:45:31, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,09:45:36, 任务开始执行！
2022.03.24,09:46:59, 任务停止执行！
2022.03.24,09:58:44, 深度ADRC控制！
2022.03.24,10:00:04, 获取ADRC参数
2022.03.24,10:01:24, 获取ADRC参数
2022.03.24,10:02:07, 获取ADRC参数
2022.03.24,10:02:36, 获取ADRC参数
2022.03.24,10:05:32, 读取参数成功！
2022.03.24,10:05:51, 已更新控制配置！
2022.03.24,10:06:36, 已更新控制配置！
2022.03.24,10:06:40, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:06:44, AUV切换为遥控模式！
2022.03.24,10:06:46, AUV切换为自主模式！
2022.03.24,10:06:49, 任务开始执行！
2022.03.24,10:07:26, 深度ADRC-SMC！
2022.03.24,10:07:30, 已更新控制配置！
2022.03.24,10:07:33, 任务停止执行！
2022.03.24,10:07:34, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:07:51, 任务开始执行！
2022.03.24,10:08:20, 任务停止执行！
2022.03.24,10:08:57, AUV切换为遥控模式！
2022.03.24,10:10:07, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:10:14, 任务开始执行！
2022.03.24,10:10:19, 任务停止执行！
2022.03.24,10:10:22, AUV切换为自主模式！
2022.03.24,10:10:32, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:10:38, 任务开始执行！
2022.03.24,10:34:27, 深度ADRC-SMC！
2022.03.24,10:34:30, AUV切换为自主模式！
2022.03.24,10:34:46, 获取舵-桨控制参数
2022.03.24,10:34:49, 获取ADRC参数
2022.03.24,10:35:19, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:35:25, 任务开始执行！
2022.03.24,10:48:43, AUV切换为遥控模式！
2022.03.24,10:48:45, AUV切换为自主模式！
2022.03.24,10:48:49, 任务停止执行！
2022.03.24,10:48:52, 已更新控制配置！
2022.03.24,10:48:52, 深度PID控制！
2022.03.24,10:48:55, 深度ADRC-SMC！
2022.03.24,10:48:57, 已更新控制配置！
2022.03.24,10:48:57, 启用ESO！
2022.03.24,10:49:00, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,10:49:05, 任务开始执行！
2022.03.24,11:14:29, AUV切换为遥控模式！
2022.03.24,11:14:30, AUV切换为自主模式！
2022.03.24,11:14:33, 已更新控制配置！
2022.03.24,11:14:33, 禁用ESO！
2022.03.24,11:14:33, 深度PID控制！
2022.03.24,11:14:36, 深度ADRC控制！
2022.03.24,11:14:39, 已更新控制配置！
2022.03.24,11:14:39, 启用ESO！
2022.03.24,11:14:46, 已更新控制配置！
2022.03.24,11:14:49, 任务停止执行！
2022.03.24,11:14:51, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:14:56, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:15:02, 任务开始执行！
2022.03.24,11:15:36, 深度ADRC-SMC！
2022.03.24,11:15:38, 已更新控制配置！
2022.03.24,11:15:41, 任务停止执行！
2022.03.24,11:15:42, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:15:49, 任务开始执行！
2022.03.24,11:23:32, AUV初始化成功！
2022.03.24,11:23:56, AUV切换为遥控模式！
2022.03.24,11:23:58, AUV切换为自主模式！
2022.03.24,11:24:10, 已更新控制配置！
2022.03.24,11:24:13, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:24:14, 任务停止执行！
2022.03.24,11:24:17, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:24:32, AUV初始化成功！
2022.03.24,11:24:38, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:24:45, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:24:58, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:25:03, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:25:07, 任务开始执行！
2022.03.24,11:25:10, 任务停止执行！
2022.03.24,11:25:15, AUV切换为遥控模式！
2022.03.24,11:25:17, AUV切换为自主模式！
2022.03.24,11:25:20, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,11:25:22, 任务开始执行！
2022.03.24,11:25:58, AUV初始化成功！
2022.03.24,11:26:07, AUV切换为遥控模式！
2022.03.24,11:26:10, AUV切换为自主模式！
2022.03.24,14:50:05, AUV初始化成功！
2022.03.24,14:50:06, AUV切换为遥控模式！
2022.03.24,14:50:07, AUV切换为自主模式！
2022.03.24,14:50:12, 已更新控制配置！
2022.03.24,14:50:12, 禁用ESO！
2022.03.24,14:50:12, 深度PID控制！
2022.03.24,14:50:14, 深度ADRC-SMC！
2022.03.24,14:50:15, 已更新控制配置！
2022.03.24,14:50:16, 启用ESO！
2022.03.24,14:50:24, 任务停止执行！
2022.03.24,14:50:26, AUV执行定深定向：定深1.0m，定向0.0度，巡航速度0，持续时间30秒！
2022.03.24,14:50:37, 任务开始执行！
2022.03.24,14:51:28, 任务停止执行！
2022.03.24,15:53:38, AUV初始化成功！
2022.03.24,15:55:21, 已更新控制配置！
2022.03.24,15:55:26, 深度预设性能控制！
2022.03.24,15:55:43, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,15:55:49, 获取舵-桨控制参数
2022.03.24,15:56:16, 获取舵-桨控制参数
2022.03.24,15:56:28, 读取参数成功！
2022.03.24,15:56:37, AUV切换为自主模式！
2022.03.24,15:56:41, 已更新控制配置！
2022.03.24,15:56:50, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,15:57:19, 任务开始执行！
2022.03.24,15:59:14, AUV切换为遥控模式！
2022.03.24,16:00:12, LED已打开！
2022.03.24,16:00:40, AUV切换为自主模式！
2022.03.24,16:00:46, LED已关闭！
2022.03.24,16:00:51, 任务停止执行！
2022.03.24,16:01:03, 读取参数成功！
2022.03.24,16:01:12, 已更新控制配置！
2022.03.24,16:01:16, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间90秒！
2022.03.24,16:01:25, 任务开始执行！
2022.03.24,16:02:58, 任务停止执行！
2022.03.24,16:03:16, 读取参数成功！
2022.03.24,16:03:20, 读取参数成功！
2022.03.24,16:03:33, 读取参数成功！
2022.03.24,16:03:41, 读取参数成功！
2022.03.24,16:04:02, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:04:05, 读取参数成功！
2022.03.24,16:04:10, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:04:32, 任务开始执行！
2022.03.24,16:07:32, 读取参数成功！
2022.03.24,16:07:41, 读取参数成功！
2022.03.24,16:08:02, 任务停止执行！
2022.03.24,16:08:07, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:08:15, 任务开始执行！
2022.03.24,16:22:55, 任务停止执行！
2022.03.24,16:23:01, AUV切换为遥控模式！
2022.03.24,16:23:04, AUV切换为自主模式！
2022.03.24,16:23:16, 读取参数成功！
2022.03.24,16:23:23, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:23:31, 获取舵-桨控制参数
2022.03.24,16:23:37, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:23:44, 已更新控制配置！
2022.03.24,16:23:44, 深度PID控制！
2022.03.24,16:23:46, 深度预设性能控制！
2022.03.24,16:24:04, AUV执行定深定向：定深2.0m，定向0.0度，巡航速度90，持续时间60秒！
2022.03.24,16:24:12, 任务开始执行！
2022.03.24,16:27:49, 读取参数成功！
2022.03.24,16:27:56, 读取参数成功！
2022.03.24,16:28:35, 任务停止执行！
